Code,Gender,Customer Type,Age,State,Type of Travel,Class,Flight Distance,Departure Delay in Minutes,Arrival Delay in Minutes,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Food and drink,Seat comfort,Inflight entertainment,Baggage handling,Checkin service,Inflight service,Cleanliness,satisfaction,Delay
HV39560235,Male,Loyal Customer,26.0,NJ,Personal Travel,Eco,677.0,15.0,8.0,3.0,5.0,3.0,1.0,5.0,5.0,0.0,4.0,2.0,5.0,neutral or dissatisfied,Yes
UG55820676,Female,Disloyal Customer,22.0,NJ,Business travel,Business,370.0,30.0,32.5,5.0,3.0,5.0,2.0,2.0,2.0,4.0,4.0,5.0,2.0,satisfied,Yes
QH87766853,Male,Loyal Customer,36.0,NJ,Personal Travel,Eco,1012.0,6.0,0.0,4.0,3.0,3.0,4.0,1.0,4.0,1.0,1.0,3.0,4.0,neutral or dissatisfied,No
CR21758626,Male,Loyal Customer,39.0,NJ,Business travel,Business,3739.0,30.0,32.5,3.0,3.0,3.0,2.0,4.0,2.0,2.0,3.0,2.0,3.0,satisfied,Yes
TN49547745,Male,Loyal Customer,12.0,TN,Business travel,Eco Plus,817.0,0.0,0.0,2.0,3.0,1.0,2.0,1.0,2.0,3.0,4.0,3.0,2.0,neutral or dissatisfied,No
EN24946776,Female,Loyal Customer,53.0,NC,Business travel,Business,3739.0,10.0,0.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,5.0,4.0,4.0,satisfied,No
QD94781466,Female,Loyal Customer,64.0,NJ,Personal Travel,Eco,2174.0,1.0,0.0,3.0,4.0,3.0,4.0,4.0,1.0,1.0,3.0,1.0,3.0,neutral or dissatisfied,No
GC99171381,Female,Loyal Customer,28.0,NJ,Business travel,Business,2039.0,19.0,0.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,satisfied,Yes
TN20373622,Female,Loyal Customer,45.0,NJ,Business travel,Business,2157.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,4.0,4.0,3.0,4.0,5.0,satisfied,No
KY54014596,Male,Loyal Customer,24.0,NJ,Business travel,Business,909.0,0.0,0.0,1.0,1.0,2.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,satisfied,No
EJ26659123,Male,Loyal Customer,48.0,RI,Business travel,Business,2687.0,8.0,0.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,4.0,5.0,2.0,satisfied,No
KO50813652,Female,Loyal Customer,53.0,PA,Business travel,Business,3382.0,0.0,0.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,satisfied,No
EQ20108473,Female,Loyal Customer,42.0,WY,Personal Travel,Eco,651.0,0.0,0.0,3.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,neutral or dissatisfied,No
PW27051999,Male,Loyal Customer,39.0,NJ,Business travel,Business,2069.0,30.0,32.5,2.0,2.0,4.0,5.0,5.0,2.0,3.0,5.0,5.0,5.0,satisfied,Yes
GD61261053,Female,Loyal Customer,37.0,NJ,Personal Travel,Eco,868.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,neutral or dissatisfied,No
CE10392148,Female,Disloyal Customer,68.0,MI,Business travel,Business,158.0,0.0,0.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,4.0,5.0,3.0,neutral or dissatisfied,No
UY53119372,Female,Loyal Customer,27.0,NJ,Business travel,Eco,1846.0,2.0,0.0,2.0,5.0,5.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,neutral or dissatisfied,No
EF11225333,Male,Loyal Customer,41.0,IN,Personal Travel,Eco,587.0,0.0,0.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,4.0,5.0,2.0,neutral or dissatisfied,No
MV26063201,Male,Loyal Customer,21.0,GA,Business travel,Business,3479.0,4.0,0.0,2.0,3.0,3.0,2.0,2.0,2.0,0.0,4.0,3.0,2.0,neutral or dissatisfied,No
VG86884178,Male,Loyal Customer,15.0,NJ,Personal Travel,Eco,311.0,0.0,0.0,3.0,5.0,3.0,2.0,2.0,2.0,1.0,5.0,5.0,2.0,neutral or dissatisfied,No
NA30677052,Female,Loyal Customer,57.0,PA,Business travel,Business,3739.0,0.0,0.0,2.0,2.0,2.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,satisfied,No
QT16391101,Male,Loyal Customer,12.0,CO,Personal Travel,Eco,446.0,0.0,0.0,1.0,4.0,1.0,1.0,1.0,1.0,0.0,4.0,5.0,1.0,neutral or dissatisfied,No
VF78991501,Female,Loyal Customer,33.0,WA,Personal Travel,Eco Plus,2381.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,1.0,4.0,5.0,4.0,1.0,satisfied,No
QP98106511,Female,Loyal Customer,36.0,NJ,Business travel,Business,472.0,0.0,2.0,1.0,1.0,1.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,satisfied,No
CT71782212,Male,Loyal Customer,37.0,CO,Business travel,Business,2327.0,0.0,0.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,satisfied,No
LN35476457,Male,Loyal Customer,20.0,NJ,Personal Travel,Eco,1139.0,0.0,0.0,4.0,1.0,4.0,5.0,5.0,5.0,2.0,1.0,4.0,5.0,satisfied,No
PC83019540,Male,Loyal Customer,42.0,NJ,Business travel,Business,3117.0,0.0,0.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,5.0,2.0,4.0,satisfied,No
OE06736450,Female,Loyal Customer,55.0,NJ,Business travel,Business,500.0,2.0,0.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,satisfied,No
BR77193578,Female,Loyal Customer,73.0,NJ,Business travel,Eco,463.0,0.0,0.0,3.0,5.0,5.0,3.0,2.0,3.0,3.0,1.0,3.0,4.0,neutral or dissatisfied,No
MV50540275,Female,Loyal Customer,70.0,MN,Personal Travel,Eco,213.0,0.0,0.0,4.0,4.0,4.0,1.0,3.0,4.0,3.0,3.0,4.0,4.0,neutral or dissatisfied,No
TS78194028,Female,Loyal Customer,48.0,NJ,Personal Travel,Eco,419.0,0.0,0.0,4.0,1.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,3.0,neutral or dissatisfied,No
DX83032373,Female,Loyal Customer,34.0,OH,Personal Travel,Eco Plus,67.0,18.0,20.0,1.0,4.0,1.0,4.0,4.0,4.0,0.0,4.0,5.0,4.0,neutral or dissatisfied,Yes
NL09691428,Female,Loyal Customer,53.0,NJ,Business travel,Eco,346.0,12.0,26.0,4.0,5.0,5.0,1.0,4.0,3.0,3.0,3.0,3.0,2.0,satisfied,No
OI80334595,Female,Loyal Customer,42.0,NJ,Business travel,Business,2623.0,22.0,30.0,2.0,5.0,5.0,1.0,3.0,2.0,2.0,3.0,2.0,1.0,neutral or dissatisfied,Yes
KP85634194,Male,Loyal Customer,45.0,NJ,Business travel,Eco,718.0,0.0,0.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,1.0,2.0,4.0,satisfied,No
ZW31788326,Male,Loyal Customer,28.0,MI,Business travel,Business,1337.0,0.0,0.0,1.0,1.0,4.0,4.0,4.0,4.0,5.0,3.0,5.0,4.0,satisfied,No
FX45698923,Male,Loyal Customer,35.0,NJ,Business travel,Eco,261.0,0.0,0.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,neutral or dissatisfied,No
AT22511823,Male,Loyal Customer,50.0,WA,Personal Travel,Business,89.0,23.0,14.0,4.0,4.0,0.0,2.0,5.0,4.0,0.0,5.0,4.0,3.0,neutral or dissatisfied,Yes
YR20148855,Female,Disloyal Customer,30.0,NJ,Business travel,Eco,109.0,0.0,0.0,3.0,2.0,3.0,1.0,5.0,5.0,3.0,3.0,4.0,5.0,neutral or dissatisfied,No
WV94079288,Female,Loyal Customer,36.0,MD,Personal Travel,Eco,164.0,17.0,21.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,4.0,3.0,3.0,neutral or dissatisfied,Yes
XZ52624761,Female,Loyal Customer,30.0,NJ,Business travel,Business,2944.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,4.0,3.0,5.0,satisfied,No
JL67393345,Female,Loyal Customer,48.0,NJ,Business travel,Business,119.0,0.0,0.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,satisfied,No
TI39501884,Male,Loyal Customer,37.0,NJ,Personal Travel,Business,2556.0,30.0,32.5,3.0,2.0,3.0,3.0,4.0,4.0,0.0,4.0,4.0,4.0,neutral or dissatisfied,Yes
ZC97849968,Female,Loyal Customer,38.0,OR,Personal Travel,Eco,2288.0,0.0,0.0,3.0,5.0,3.0,1.0,1.0,1.0,2.0,3.0,5.0,1.0,neutral or dissatisfied,No
XX52081445,Female,Loyal Customer,32.0,NJ,Business travel,Business,3405.0,14.0,23.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,4.0,1.0,4.0,satisfied,No
HC98604080,Female,Loyal Customer,54.0,MD,Business travel,Business,2279.0,0.0,0.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,satisfied,No
GZ97287390,Female,Loyal Customer,44.0,NJ,Business travel,Business,1222.0,0.0,0.0,1.0,1.0,1.0,2.0,5.0,4.0,4.0,4.0,4.0,5.0,satisfied,No
QJ08256933,Male,Loyal Customer,42.0,NJ,Business travel,Business,2935.0,30.0,32.5,2.0,2.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,satisfied,Yes
XN82180125,Female,Disloyal Customer,37.0,NJ,Business travel,Business,152.0,0.0,0.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,5.0,5.0,2.0,neutral or dissatisfied,No
EB91165636,Female,Loyal Customer,54.0,NJ,Personal Travel,Eco,584.0,0.0,0.0,3.0,5.0,3.0,4.0,4.0,5.0,2.0,4.0,5.0,3.0,neutral or dissatisfied,No
SV44815691,Male,Loyal Customer,27.0,NJ,Business travel,Business,1400.0,0.0,0.0,5.0,1.0,5.0,2.0,2.0,2.0,5.0,5.0,5.0,2.0,satisfied,No
RW30041643,Female,Loyal Customer,42.0,NJ,Business travel,Eco,1521.0,30.0,22.0,5.0,4.0,4.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,satisfied,Yes
VG19446506,Female,Disloyal Customer,24.0,NJ,Business travel,Eco,873.0,0.0,0.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,5.0,4.0,3.0,satisfied,No
UI16323462,Male,Loyal Customer,46.0,NJ,Business travel,Business,2607.0,0.0,15.0,1.0,1.0,5.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,satisfied,No
WU60060618,Male,Loyal Customer,50.0,PA,Business travel,Business,3604.0,12.0,32.5,2.0,2.0,2.0,2.0,5.0,5.0,5.0,3.0,5.0,4.0,satisfied,No
OT84064848,Female,Loyal Customer,56.0,OH,Personal Travel,Eco Plus,187.0,30.0,32.5,2.0,5.0,0.0,0.0,3.0,5.0,0.0,3.0,4.0,3.0,neutral or dissatisfied,Yes
AA36526027,Female,Loyal Customer,39.0,NJ,Business travel,Business,2258.0,30.0,32.5,0.0,0.0,0.0,4.0,4.0,5.0,5.0,4.0,5.0,3.0,satisfied,Yes
GN80027925,Male,Loyal Customer,46.0,NC,Personal Travel,Eco,1735.0,28.0,1.0,2.0,4.0,2.0,4.0,5.0,4.0,0.0,5.0,3.0,4.0,neutral or dissatisfied,Yes
PL90112177,Female,Loyal Customer,55.0,NJ,Personal Travel,Eco,1598.0,18.0,4.0,1.0,5.0,1.0,3.0,5.0,2.0,2.0,4.0,2.0,4.0,neutral or dissatisfied,Yes
KD48212964,Male,Disloyal Customer,55.0,MD,Business travel,Business,354.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,2.0,1.0,3.0,5.0,2.0,neutral or dissatisfied,No
OI29138646,Male,Loyal Customer,41.0,MO,Personal Travel,Eco,895.0,10.0,0.0,2.0,4.0,1.0,3.0,3.0,3.0,1.0,3.0,5.0,3.0,neutral or dissatisfied,No
AG39358751,Male,Loyal Customer,42.0,NM,Personal Travel,Eco,1463.0,0.0,0.0,3.0,4.0,3.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,neutral or dissatisfied,No
FT68038714,Male,Loyal Customer,39.0,NJ,Business travel,Business,1024.0,0.0,0.0,1.0,1.0,1.0,4.0,5.0,2.0,2.0,2.0,2.0,5.0,satisfied,No
EE08376871,Male,Loyal Customer,48.0,GA,Business travel,Eco,328.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,satisfied,No
FU08085192,Female,Loyal Customer,57.0,MD,Personal Travel,Eco,266.0,0.0,0.0,4.0,0.0,4.0,2.0,4.0,1.0,1.0,4.0,1.0,3.0,neutral or dissatisfied,No
GP48780645,Female,Disloyal Customer,46.0,GA,Business travel,Eco,862.0,29.0,32.5,1.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,neutral or dissatisfied,Yes
NG31136207,Female,Loyal Customer,36.0,NJ,Business travel,Eco,416.0,9.0,20.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,neutral or dissatisfied,No
XD96129408,Male,Disloyal Customer,23.0,NJ,Business travel,Eco,89.0,30.0,32.5,3.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,neutral or dissatisfied,Yes
DU41921659,Female,Disloyal Customer,22.0,NJ,Business travel,Eco,605.0,4.0,0.0,0.0,4.0,0.0,2.0,2.0,2.0,5.0,1.0,4.0,2.0,satisfied,No
OZ88067379,Female,Disloyal Customer,22.0,NJ,Business travel,Business,107.0,1.0,0.0,3.0,2.0,3.0,4.0,4.0,4.0,0.0,2.0,4.0,4.0,neutral or dissatisfied,No
QJ70114679,Male,Loyal Customer,40.0,AL,Business travel,Business,3004.0,0.0,0.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,satisfied,No
NB46740292,Male,Loyal Customer,44.0,NJ,Business travel,Business,427.0,30.0,32.5,2.0,5.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,satisfied,Yes
NC42500141,Male,Loyal Customer,20.0,NJ,Business travel,Business,2703.0,0.0,0.0,5.0,5.0,4.0,3.0,3.0,3.0,5.0,4.0,4.0,3.0,satisfied,No
DB35313774,Female,Loyal Customer,10.0,OR,Personal Travel,Eco,431.0,0.0,0.0,4.0,4.0,4.0,4.0,3.0,4.0,1.0,3.0,5.0,4.0,neutral or dissatisfied,No
OS89287312,Male,Loyal Customer,42.0,IN,Business travel,Eco,319.0,14.0,6.0,4.0,2.0,2.0,4.0,4.0,4.0,3.0,1.0,2.0,4.0,satisfied,No
EW47556596,Male,Disloyal Customer,21.0,MD,Business travel,Eco,433.0,0.0,0.0,3.0,0.0,3.0,2.0,2.0,2.0,0.0,2.0,3.0,2.0,neutral or dissatisfied,No
YL21011876,Male,Loyal Customer,46.0,NJ,Business travel,Business,479.0,10.0,13.0,2.0,2.0,2.0,2.0,4.0,5.0,5.0,3.0,5.0,3.0,satisfied,No
OO24078026,Male,Loyal Customer,23.0,NJ,Personal Travel,Eco,802.0,30.0,32.5,2.0,5.0,2.0,4.0,4.0,4.0,1.0,4.0,1.0,4.0,neutral or dissatisfied,Yes
PS22129671,Male,Disloyal Customer,36.0,NJ,Business travel,Business,444.0,0.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,neutral or dissatisfied,No
WF64030950,Male,Loyal Customer,31.0,NJ,Business travel,Eco,480.0,0.0,0.0,3.0,2.0,2.0,3.0,3.0,3.0,0.0,2.0,3.0,3.0,neutral or dissatisfied,No
MX24796070,Female,Loyal Customer,41.0,NJ,Business travel,Business,3739.0,0.0,0.0,3.0,3.0,3.0,1.0,3.0,4.0,4.0,4.0,4.0,1.0,satisfied,No
TE34124657,Female,Loyal Customer,31.0,NJ,Personal Travel,Eco,337.0,0.0,0.0,4.0,5.0,5.0,1.0,1.0,1.0,0.0,5.0,5.0,1.0,neutral or dissatisfied,No
JM30344520,Female,Disloyal Customer,34.0,NJ,Business travel,Business,534.0,9.0,0.0,2.0,2.0,2.0,1.0,4.0,5.0,0.0,4.0,5.0,5.0,neutral or dissatisfied,No
DN91795845,Female,Loyal Customer,26.0,AK,Business travel,Eco,552.0,0.0,11.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,3.0,3.0,neutral or dissatisfied,No
KN28008498,Female,Loyal Customer,33.0,NJ,Business travel,Business,1553.0,0.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,1.0,satisfied,No
NG94640248,Female,Loyal Customer,9.0,NJ,Business travel,Business,491.0,0.0,0.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,satisfied,No
IK97925208,Male,Disloyal Customer,19.0,NJ,Business travel,Business,590.0,0.0,2.0,4.0,4.0,4.0,3.0,1.0,3.0,5.0,5.0,5.0,3.0,satisfied,No
ER50176776,Female,Disloyal Customer,24.0,NJ,Business travel,Eco,399.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0,1.0,neutral or dissatisfied,No
XU59701292,Male,Loyal Customer,20.0,AL,Personal Travel,Eco,679.0,8.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,0.0,4.0,5.0,1.0,neutral or dissatisfied,No
BT96308859,Male,Loyal Customer,34.0,AK,Personal Travel,Eco,972.0,0.0,0.0,2.0,4.0,2.0,1.0,1.0,1.0,0.0,3.0,4.0,1.0,neutral or dissatisfied,No
UB28823507,Male,Loyal Customer,49.0,NJ,Business travel,Business,2153.0,13.0,8.0,2.0,2.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,5.0,satisfied,No
FL10384805,Male,Loyal Customer,50.0,NJ,Business travel,Eco Plus,862.0,0.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,2.0,5.0,4.0,satisfied,No
LK64022808,Male,Loyal Customer,17.0,NJ,Personal Travel,Eco,349.0,0.0,0.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,4.0,3.0,neutral or dissatisfied,No
ZA80910443,Male,Disloyal Customer,27.0,NJ,Business travel,Business,313.0,30.0,13.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,neutral or dissatisfied,Yes
ES42670776,Female,Loyal Customer,56.0,NJ,Personal Travel,Eco,214.0,0.0,0.0,4.0,1.0,4.0,1.0,3.0,4.0,1.0,2.0,4.0,1.0,neutral or dissatisfied,No
RT42154011,Female,Loyal Customer,72.0,NJ,Business travel,Eco,1144.0,0.0,17.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,4.0,2.0,4.0,neutral or dissatisfied,No
PG46297720,Male,Disloyal Customer,34.0,NJ,Business travel,Business,2404.0,0.0,0.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,4.0,5.0,1.0,neutral or dissatisfied,No
PM16868918,Male,Loyal Customer,43.0,LA,Business travel,Business,2688.0,22.0,0.0,2.0,2.0,3.0,2.0,4.0,5.0,5.0,4.0,5.0,3.0,satisfied,Yes
HC07054155,Male,Loyal Customer,52.0,NJ,Business travel,Business,1954.0,0.0,0.0,1.0,1.0,1.0,4.0,4.0,5.0,5.0,1.0,5.0,5.0,satisfied,No
JP91903626,Female,Loyal Customer,51.0,NJ,Business travel,Business,337.0,0.0,0.0,2.0,2.0,2.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,satisfied,No
ZF70410312,Female,Loyal Customer,46.0,NJ,Personal Travel,Eco,160.0,0.0,2.0,2.0,4.0,0.0,1.0,3.0,5.0,1.0,3.0,5.0,4.0,neutral or dissatisfied,No
EI59868616,Male,Loyal Customer,38.0,NJ,Personal Travel,Eco Plus,990.0,0.0,0.0,3.0,4.0,4.0,2.0,3.0,2.0,1.0,3.0,4.0,2.0,neutral or dissatisfied,No
MK34587612,Male,Loyal Customer,25.0,NM,Business travel,Eco,439.0,30.0,32.5,4.0,3.0,3.0,4.0,4.0,3.0,0.0,4.0,1.0,4.0,neutral or dissatisfied,Yes
FZ97412398,Male,Loyal Customer,60.0,NM,Personal Travel,Eco Plus,990.0,0.0,0.0,4.0,5.0,4.0,2.0,2.0,2.0,1.0,3.0,4.0,2.0,neutral or dissatisfied,No
CQ85930352,Female,Loyal Customer,55.0,NJ,Business travel,Business,3739.0,30.0,13.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,satisfied,Yes
HS00879692,Female,Loyal Customer,11.0,OH,Personal Travel,Eco,667.0,30.0,32.5,3.0,1.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,neutral or dissatisfied,Yes
MG68813517,Male,Loyal Customer,39.0,WA,Business travel,Business,2266.0,0.0,0.0,4.0,2.0,2.0,3.0,4.0,4.0,0.0,4.0,4.0,2.0,neutral or dissatisfied,No
TE12082068,Male,Loyal Customer,49.0,NJ,Business travel,Business,2218.0,0.0,0.0,2.0,2.0,2.0,3.0,5.0,5.0,5.0,4.0,5.0,4.0,satisfied,No
IJ08392638,Male,Loyal Customer,44.0,NJ,Personal Travel,Eco,985.0,0.0,0.0,3.0,5.0,3.0,4.0,2.0,4.0,0.0,5.0,4.0,4.0,neutral or dissatisfied,No
SN07864779,Female,Disloyal Customer,20.0,NJ,Business travel,Eco,570.0,30.0,32.5,1.0,3.0,1.0,4.0,4.0,4.0,0.0,3.0,4.0,4.0,neutral or dissatisfied,Yes
WP71671991,Male,Loyal Customer,32.0,MA,Business travel,Eco,680.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,3.0,4.0,3.0,satisfied,No
MP74418713,Female,Disloyal Customer,33.0,NJ,Business travel,Business,73.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,neutral or dissatisfied,No
UN05095524,Male,Loyal Customer,47.0,NJ,Business travel,Eco Plus,347.0,0.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,2.0,5.0,5.0,satisfied,No
RD07308610,Female,Loyal Customer,41.0,NJ,Business travel,Business,522.0,15.0,0.0,2.0,2.0,2.0,5.0,1.0,5.0,5.0,5.0,5.0,2.0,satisfied,Yes
CA59368215,Male,Loyal Customer,37.0,NJ,Business travel,Eco,547.0,30.0,32.5,4.0,1.0,1.0,4.0,4.0,4.0,0.0,2.0,3.0,4.0,neutral or dissatisfied,Yes
RA21567467,Female,Loyal Customer,63.0,NJ,Personal Travel,Eco Plus,562.0,17.0,19.0,2.0,3.0,2.0,4.0,3.0,1.0,1.0,2.0,1.0,1.0,neutral or dissatisfied,Yes
XZ41841185,Female,Loyal Customer,17.0,NJ,Personal Travel,Eco,1090.0,30.0,32.5,1.0,5.0,1.0,4.0,4.0,4.0,2.0,2.0,2.0,4.0,neutral or dissatisfied,Yes
VJ10303638,Female,Loyal Customer,30.0,LA,Business travel,Business,1312.0,22.0,32.5,5.0,5.0,5.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,satisfied,Yes
JD98860638,Female,Loyal Customer,43.0,VA,Business travel,Business,2139.0,12.0,0.0,1.0,1.0,1.0,3.0,4.0,5.0,5.0,4.0,5.0,5.0,satisfied,No
GL48555882,Male,Loyal Customer,40.0,VA,Business travel,Eco Plus,1096.0,0.0,0.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,neutral or dissatisfied,No
JX69158267,Male,Loyal Customer,42.0,PA,Personal Travel,Eco Plus,429.0,0.0,0.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,neutral or dissatisfied,No
CN15489621,Male,Loyal Customer,53.0,NJ,Business travel,Eco,811.0,30.0,32.5,5.0,1.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,5.0,satisfied,Yes
OS47372298,Female,Loyal Customer,45.0,NJ,Business travel,Eco,299.0,30.0,32.5,4.0,4.0,2.0,4.0,4.0,5.0,3.0,4.0,5.0,4.0,satisfied,Yes
PK59854304,Male,Loyal Customer,35.0,NJ,Business travel,Eco Plus,463.0,3.0,0.0,4.0,3.0,2.0,4.0,4.0,4.0,3.0,1.0,1.0,4.0,satisfied,No
XA38528434,Female,Loyal Customer,14.0,MO,Business travel,Business,2559.0,0.0,0.0,2.0,2.0,2.0,4.0,4.0,4.0,1.0,2.0,2.0,4.0,satisfied,No
MO46250418,Male,Loyal Customer,58.0,NJ,Personal Travel,Eco,1773.0,13.0,0.0,2.0,2.0,2.0,1.0,5.0,5.0,0.0,3.0,3.0,5.0,neutral or dissatisfied,No
IG78970580,Male,Loyal Customer,49.0,NJ,Business travel,Eco Plus,1464.0,21.0,15.0,5.0,5.0,2.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,satisfied,Yes
EY45043882,Male,Loyal Customer,35.0,NJ,Personal Travel,Eco,333.0,4.0,1.0,3.0,4.0,3.0,3.0,3.0,3.0,1.0,3.0,5.0,3.0,neutral or dissatisfied,No
SH84482257,Male,Loyal Customer,27.0,WA,Business travel,Eco,594.0,0.0,32.5,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,satisfied,No
OE17138618,Male,Loyal Customer,12.0,MN,Personal Travel,Eco Plus,308.0,0.0,0.0,3.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,neutral or dissatisfied,No
CI16851061,Female,Loyal Customer,57.0,NJ,Personal Travel,Eco,679.0,14.0,19.0,5.0,4.0,5.0,2.0,5.0,3.0,3.0,4.0,3.0,5.0,satisfied,No
XZ75318772,Female,Loyal Customer,23.0,NJ,Business travel,Eco Plus,954.0,0.0,9.0,3.0,2.0,5.0,3.0,4.0,3.0,0.0,3.0,3.0,3.0,neutral or dissatisfied,No
CU97414906,Female,Loyal Customer,12.0,NV,Personal Travel,Eco,391.0,0.0,0.0,3.0,5.0,3.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,neutral or dissatisfied,No
XA33621334,Male,Loyal Customer,67.0,MO,Personal Travel,Eco,749.0,0.0,0.0,2.0,1.0,3.0,1.0,5.0,5.0,1.0,1.0,2.0,5.0,neutral or dissatisfied,No
LL29916179,Male,Loyal Customer,24.0,WV,Personal Travel,Eco,594.0,0.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,neutral or dissatisfied,No
UU56056706,Female,Loyal Customer,10.0,KS,Personal Travel,Business,1041.0,0.0,0.0,3.0,5.0,3.0,4.0,4.0,4.0,1.0,3.0,5.0,4.0,neutral or dissatisfied,No
YR39221310,Female,Loyal Customer,29.0,NJ,Business travel,Business,2600.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,satisfied,No
PE24965600,Male,Loyal Customer,63.0,MA,Personal Travel,Eco,989.0,0.0,0.0,2.0,4.0,2.0,2.0,1.0,2.0,0.0,2.0,4.0,2.0,neutral or dissatisfied,No
VL31719922,Male,Loyal Customer,23.0,NJ,Business travel,Business,985.0,12.0,4.0,1.0,3.0,3.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,neutral or dissatisfied,No
HN97601613,Male,Disloyal Customer,22.0,MI,Business travel,Eco,309.0,0.0,0.0,4.0,1.0,4.0,3.0,3.0,3.0,1.0,3.0,4.0,3.0,satisfied,No
WE60444138,Female,Loyal Customer,67.0,GA,Personal Travel,Eco,1119.0,30.0,32.5,3.0,5.0,3.0,1.0,4.0,5.0,1.0,1.0,5.0,2.0,neutral or dissatisfied,Yes
