Code,Gender,Customer Type,Age,State,Type of Travel,Class,Flight Distance,Departure Delay in Minutes,Arrival Delay in Minutes
CI58195192,Male,Loyal Customer,23.0,,Personal Travel,Eco,507.0,0.0,0.0
SZ83301935,Female,Disloyal Customer,27.0,NC,Business travel,Eco,838.0,0.0,0.0
MN24264978,Female,Loyal Customer,52.0,,Business travel,Eco,214.0,0.0,30.0
XX03238423,Male,Loyal Customer,26.0,,Business travel,Business,1416.0,93.0,70.0
AP81946629,Female,Disloyal Customer,44.0,,Business travel,Business,166.0,44.0,48.0
NQ20307009,Female,Loyal Customer,39.0,,Personal Travel,Eco,197.0,0.0,0.0
IN17866311,Male,Loyal Customer,41.0,GA,Business travel,Business,2714.0,0.0,0.0
KR04175173,Male,Loyal Customer,42.0,MD,Business travel,Business,580.0,16.0,8.0
XV05833750,Male,Loyal Customer,20.0,OH,Personal Travel,Eco,125.0,53.0,55.0
GE39821868,Female,Loyal Customer,14.0,,Personal Travel,Eco Plus,397.0,88.0,86.0
FN79211368,Male,Loyal Customer,17.0,MN,Personal Travel,Eco,1306.0,1.0,0.0
TB61107229,Male,Loyal Customer,42.0,,Business travel,Business,332.0,0.0,29.0
BM89123923,Male,Loyal Customer,15.0,,Personal Travel,Eco,416.0,0.0,0.0
FH07377892,Female,Loyal Customer,28.0,,Personal Travel,Eco,748.0,0.0,0.0
YZ82354204,Female,Loyal Customer,57.0,,Personal Travel,Eco,918.0,1.0,0.0
YI73149271,Female,Loyal Customer,43.0,PA,Personal Travel,Eco,280.0,4.0,2.0
VF23796688,Male,Loyal Customer,40.0,,Personal Travel,Eco,190.0,0.0,3.0
OT31646060,Female,Loyal Customer,21.0,WA,Personal Travel,Eco Plus,979.0,0.0,0.0
IK17841855,Male,Loyal Customer,41.0,,Business travel,Business,1635.0,5.0,0.0
OZ23819200,Female,Disloyal Customer,35.0,,Business travel,Business,1065.0,0.0,0.0
KD67289291,Male,Loyal Customer,19.0,CT,Business travel,Business,2630.0,1.0,4.0
UF07958536,Female,Loyal Customer,42.0,,Business travel,Business,3973.0,1.0,0.0
VD45050836,Male,Loyal Customer,35.0,NC,Personal Travel,Eco,308.0,0.0,0.0
LN64878772,Male,Loyal Customer,30.0,,Business travel,Business,630.0,0.0,0.0
EU18062060,Female,Disloyal Customer,18.0,,Business travel,Business,447.0,0.0,0.0
FT94139602,Male,Loyal Customer,55.0,,Personal Travel,Eco,209.0,75.0,73.0
GK80621849,Female,Loyal Customer,57.0,,Business travel,Business,1670.0,10.0,17.0
FU19803601,Female,Loyal Customer,40.0,LA,Business travel,Business,912.0,0.0,0.0
LI57416080,Female,Disloyal Customer,38.0,OH,Business travel,Business,1411.0,0.0,0.0
XB52710662,Male,Loyal Customer,50.0,OR,Business travel,Business,152.0,0.0,0.0
AG26838764,Male,Loyal Customer,22.0,OH,Personal Travel,Eco,430.0,0.0,0.0
HD57856168,Female,Disloyal Customer,23.0,,Business travel,Eco Plus,391.0,0.0,0.0
CP79859770,Male,Loyal Customer,44.0,DC,Personal Travel,Eco,287.0,43.0,39.0
CI93273541,Male,Loyal Customer,55.0,,Business travel,Business,1888.0,0.0,0.0
PZ36536272,Male,Disloyal Customer,29.0,VA,Business travel,Business,679.0,0.0,0.0
IH87488355,Male,Loyal Customer,29.0,KY,Personal Travel,Eco,1096.0,0.0,0.0
EG01787066,Male,Loyal Customer,41.0,,Business travel,Business,3381.0,0.0,0.0
TP52985815,Male,Loyal Customer,38.0,,Business travel,Business,2775.0,0.0,0.0
HM08770951,Male,Loyal Customer,54.0,,Personal Travel,Eco Plus,488.0,28.0,16.0
GN32246501,Male,Loyal Customer,42.0,VA,Business travel,Business,3446.0,1.0,0.0
AX33024361,Male,Disloyal Customer,29.0,SC,Business travel,Eco,409.0,40.0,34.0
AZ92739189,Female,Loyal Customer,33.0,MI,Business travel,Business,645.0,0.0,0.0
GS25311413,Male,Disloyal Customer,28.0,,Business travel,Business,359.0,0.0,0.0
FA02193614,Male,Loyal Customer,46.0,,Personal Travel,Business,762.0,40.0,66.0
RW55425556,Male,Loyal Customer,60.0,OR,Business travel,Business,581.0,0.0,0.0
IN12705392,Female,Loyal Customer,56.0,CO,Personal Travel,Eco Plus,1111.0,0.0,0.0
SW50777291,Male,Loyal Customer,45.0,,Business travel,Eco,1069.0,19.0,25.0
NL00202141,Female,Disloyal Customer,35.0,,Business travel,Eco,1617.0,14.0,1.0
VM97080881,Male,Loyal Customer,27.0,,Personal Travel,Eco,300.0,10.0,13.0
EQ49464622,Female,Loyal Customer,59.0,,Business travel,Business,413.0,0.0,0.0
ES29571500,Male,Loyal Customer,26.0,,Personal Travel,Eco,775.0,54.0,44.0
EI19554529,Female,Loyal Customer,63.0,NV,Personal Travel,Eco,1773.0,0.0,0.0
IW64131262,Female,Loyal Customer,40.0,,Business travel,Eco,1357.0,2.0,0.0
LM09871893,Female,Loyal Customer,45.0,,Business travel,Business,129.0,0.0,0.0
CZ38764460,Male,Disloyal Customer,29.0,,Business travel,Business,1020.0,0.0,0.0
TV98220994,Female,Disloyal Customer,40.0,NC,Business travel,Business,588.0,11.0,9.0
FH30387124,Female,Loyal Customer,50.0,,Business travel,Business,691.0,5.0,20.0
GO33800474,Male,Loyal Customer,41.0,,Business travel,Eco,1249.0,0.0,0.0
QA82639677,Male,Loyal Customer,23.0,,Business travel,Business,1709.0,27.0,22.0
SY08108970,Female,Loyal Customer,49.0,PA,Business travel,Business,3720.0,0.0,0.0
TO00590574,Male,Disloyal Customer,17.0,OH,Business travel,Eco,101.0,0.0,0.0
EZ97543150,Male,Loyal Customer,48.0,,Business travel,Business,1205.0,0.0,0.0
ZA22880716,Male,Loyal Customer,48.0,,Personal Travel,Eco,1306.0,37.0,41.0
EL63272920,Male,Loyal Customer,50.0,,Personal Travel,Eco,683.0,0.0,20.0
YT32789066,Female,Loyal Customer,50.0,,Business travel,Business,547.0,0.0,0.0
HY90505553,Male,Loyal Customer,36.0,PA,Business travel,Eco Plus,254.0,15.0,0.0
EV17660949,Male,Disloyal Customer,26.0,MI,Business travel,Business,1107.0,12.0,0.0
VN38027897,Male,Loyal Customer,60.0,,Business travel,Eco Plus,102.0,0.0,5.0
DP17109707,Male,Loyal Customer,26.0,MA,Personal Travel,Eco,577.0,0.0,0.0
RY62754412,Male,Loyal Customer,45.0,,Business travel,Business,1908.0,0.0,0.0
ZG96906472,Female,Disloyal Customer,40.0,,Business travel,Business,259.0,0.0,0.0
OD61031625,Female,Loyal Customer,47.0,MN,Personal Travel,Business,201.0,0.0,0.0
BR92774564,Female,Loyal Customer,57.0,,Business travel,Business,237.0,0.0,0.0
ER31235263,Male,Loyal Customer,36.0,OR,Business travel,Business,3297.0,34.0,17.0
AG41580297,Female,Loyal Customer,33.0,,Business travel,Business,2140.0,0.0,17.0
FF01505761,Female,Loyal Customer,60.0,IN,Business travel,Business,2109.0,0.0,0.0
FV25142979,Male,Loyal Customer,64.0,,Business travel,Eco Plus,101.0,0.0,4.0
UY71208009,Female,Loyal Customer,11.0,IN,Personal Travel,Eco Plus,834.0,0.0,0.0
QH40622707,Female,Loyal Customer,52.0,,Business travel,Business,3458.0,22.0,18.0
CX81014905,Male,Loyal Customer,50.0,,Business travel,Business,1438.0,0.0,0.0
BY44244615,Male,Loyal Customer,53.0,,Business travel,Eco Plus,278.0,74.0,83.0
IL11001597,Male,Loyal Customer,39.0,,Business travel,Business,1197.0,39.0,1.0
VW61243312,Male,Loyal Customer,47.0,,Business travel,Eco,842.0,0.0,0.0
CY66435907,Female,Loyal Customer,23.0,,Business travel,Business,1068.0,0.0,0.0
VW94200433,Male,Loyal Customer,37.0,KS,Business travel,Eco,150.0,0.0,5.0
ZN90884587,Female,Loyal Customer,50.0,KY,Business travel,Business,2154.0,0.0,0.0
SO94477056,Male,Loyal Customer,34.0,NJ,Business travel,Business,3066.0,0.0,4.0
JW66357790,Male,Loyal Customer,57.0,,Business travel,Business,2491.0,0.0,0.0
EJ81757835,Male,Loyal Customer,8.0,,Personal Travel,Eco Plus,427.0,0.0,14.0
TQ49503977,Female,Disloyal Customer,40.0,NM,Business travel,Business,240.0,0.0,0.0
FJ02390616,Female,Loyal Customer,10.0,NJ,Personal Travel,Eco,1372.0,0.0,2.0
IL41715969,Male,Loyal Customer,29.0,OH,Business travel,Eco Plus,692.0,0.0,0.0
VR66260614,Female,Loyal Customer,56.0,NC,Business travel,Business,3675.0,0.0,0.0
MF20462074,Male,Loyal Customer,61.0,,Personal Travel,Eco,2378.0,1.0,0.0
PH13536150,Male,Loyal Customer,55.0,,Business travel,Business,842.0,2.0,0.0
JY55424466,Female,Disloyal Customer,32.0,,Business travel,Eco,874.0,24.0,22.0
BR17882681,Male,Loyal Customer,36.0,UT,Personal Travel,Eco,1136.0,0.0,9.0
LA39298012,Male,Loyal Customer,57.0,MD,Business travel,Business,3387.0,14.0,21.0
SW21732104,Female,Loyal Customer,50.0,,Business travel,Business,1744.0,0.0,28.0
LE09913678,Male,Disloyal Customer,30.0,OH,Business travel,Eco,577.0,10.0,17.0
MD39965037,Female,Disloyal Customer,25.0,AL,Business travel,Business,733.0,0.0,0.0
WH85221751,Male,Loyal Customer,20.0,,Business travel,Eco Plus,432.0,31.0,30.0
WC40772807,Male,Disloyal Customer,38.0,NC,Business travel,Eco,331.0,0.0,0.0
HI04956253,Male,Loyal Customer,14.0,AL,Business travel,Business,3796.0,0.0,0.0
JZ83326526,Female,Loyal Customer,48.0,VA,Personal Travel,Eco,615.0,11.0,15.0
PC30775969,Male,Loyal Customer,60.0,,Personal Travel,Eco,1197.0,0.0,7.0
UY28100619,Female,Loyal Customer,38.0,,Business travel,Business,1744.0,28.0,16.0
NK38007704,Male,Loyal Customer,48.0,VA,Business travel,Business,861.0,0.0,0.0
JJ96907252,Male,Disloyal Customer,49.0,OH,Business travel,Eco,1050.0,5.0,0.0
IQ56097622,Female,Disloyal Customer,26.0,MO,Business travel,Business,1744.0,18.0,0.0
WQ17495793,Male,Disloyal Customer,24.0,,Business travel,Business,1024.0,0.0,0.0
PS32125092,Female,Loyal Customer,46.0,OH,Personal Travel,Eco,432.0,0.0,0.0
FM66443483,Male,Loyal Customer,55.0,,Business travel,Eco,2399.0,22.0,2.0
PS13665858,Female,Loyal Customer,35.0,OR,Personal Travel,Eco,2176.0,0.0,0.0
EV32677930,Female,Loyal Customer,33.0,,Business travel,Business,1721.0,0.0,0.0
KK49425463,Female,Loyal Customer,45.0,,Business travel,Business,2627.0,0.0,3.0
NZ82665353,Female,Loyal Customer,53.0,,Business travel,Business,991.0,13.0,0.0
XZ54347965,Male,Loyal Customer,26.0,,Business travel,Eco,1501.0,0.0,0.0
CC45215222,Male,Loyal Customer,50.0,,Personal Travel,Eco,547.0,0.0,0.0
GT59197683,Female,Loyal Customer,21.0,AL,Personal Travel,Eco,214.0,0.0,0.0
AE24747515,Female,Disloyal Customer,23.0,,Business travel,Eco,671.0,0.0,0.0
RL39971408,Female,Disloyal Customer,62.0,,Business travel,Business,366.0,0.0,0.0
FX70088354,Female,Loyal Customer,51.0,MN,Personal Travel,Eco,1355.0,0.0,0.0
NF77150212,Female,Disloyal Customer,65.0,DC,Business travel,Eco,258.0,1.0,0.0
IF47703240,Female,Disloyal Customer,35.0,OR,Business travel,Business,417.0,0.0,0.0
ZY54980609,Male,Loyal Customer,39.0,,Personal Travel,Eco,353.0,0.0,0.0
YG97108907,Male,Loyal Customer,44.0,TN,Business travel,Eco,541.0,6.0,10.0
QG04848210,Male,Loyal Customer,9.0,,Personal Travel,Eco,871.0,0.0,0.0
HL89765385,Female,Loyal Customer,51.0,MA,Business travel,Business,2397.0,3.0,4.0
CK56896547,Female,Loyal Customer,46.0,,Business travel,Eco,542.0,105.0,111.0
KB42221742,Male,Loyal Customer,64.0,,Personal Travel,Eco,951.0,85.0,83.0
GX82284655,Male,Loyal Customer,68.0,MD,Personal Travel,Business,255.0,5.0,1.0
VW72514752,Male,Disloyal Customer,28.0,,Business travel,Business,1258.0,0.0,0.0
OW61802300,Female,Loyal Customer,48.0,,Business travel,Business,1635.0,0.0,0.0
II10590222,Female,Disloyal Customer,42.0,,Business travel,Business,937.0,5.0,0.0
HQ62367015,Male,Loyal Customer,60.0,,Personal Travel,Eco,1652.0,58.0,37.0
WD06373721,Female,Loyal Customer,53.0,,Business travel,Business,2853.0,0.0,0.0
SS73618708,Female,Loyal Customer,31.0,VA,Personal Travel,Eco,222.0,0.0,0.0
KO13243290,Male,Loyal Customer,11.0,OH,Personal Travel,Eco Plus,1315.0,0.0,0.0
KZ96919245,Female,Loyal Customer,21.0,,Personal Travel,Eco,1521.0,139.0,151.0
AJ19191364,Female,Disloyal Customer,23.0,,Business travel,Eco,1389.0,0.0,18.0
KB98585784,Male,Loyal Customer,59.0,CO,Personal Travel,Eco,341.0,0.0,0.0
ZN69529786,Male,Loyal Customer,22.0,MA,Personal Travel,Eco,289.0,3.0,5.0
AK68200611,Female,Loyal Customer,54.0,,Business travel,Business,919.0,16.0,3.0
HS30053058,Female,Loyal Customer,52.0,,Business travel,Business,2953.0,10.0,2.0
YL12083849,Male,Loyal Customer,40.0,,Business travel,Business,2285.0,0.0,0.0
JB65748351,Male,Loyal Customer,18.0,,Personal Travel,Eco,931.0,0.0,0.0
DX18592944,Male,Loyal Customer,57.0,PA,Business travel,Business,1372.0,31.0,0.0
OX12977622,Female,Loyal Customer,20.0,NC,Personal Travel,Eco,529.0,0.0,0.0
TE01379525,Female,Loyal Customer,55.0,IN,Business travel,Business,2051.0,0.0,10.0
PB66087083,Female,Loyal Customer,17.0,GA,Personal Travel,Eco,2105.0,0.0,13.0
DU25917642,Female,Loyal Customer,54.0,MI,Business travel,Business,1389.0,0.0,0.0
RL04845630,Male,Loyal Customer,55.0,,Personal Travel,Eco,2282.0,0.0,15.0
OY82761937,Male,Loyal Customer,46.0,NJ,Business travel,Business,1671.0,2.0,0.0
IZ02085681,Female,Loyal Customer,14.0,LA,Personal Travel,Eco,622.0,0.0,0.0
BW57466813,Male,Loyal Customer,50.0,NV,Business travel,Business,2347.0,0.0,0.0
RO65099142,Male,Loyal Customer,39.0,MA,Business travel,Business,1699.0,2.0,0.0
JF37654347,Female,Loyal Customer,26.0,AL,Business travel,Business,222.0,0.0,0.0
KU51927906,Male,Loyal Customer,40.0,MN,Business travel,Business,226.0,0.0,0.0
EV95004601,Male,Loyal Customer,43.0,,Business travel,Eco Plus,817.0,0.0,0.0
QS24308224,Male,Loyal Customer,30.0,MN,Business travel,Business,2611.0,0.0,2.0
TA58475448,Male,Loyal Customer,31.0,VA,Business travel,Eco,1464.0,0.0,0.0
DP34370221,Female,Disloyal Customer,14.0,,Business travel,Eco,802.0,30.0,24.0
BK23712574,Male,Loyal Customer,43.0,,Business travel,Business,1048.0,0.0,0.0
EJ96135058,Male,Loyal Customer,40.0,,Business travel,Business,1013.0,0.0,0.0
MZ27968623,Male,Loyal Customer,65.0,,Business travel,Business,187.0,0.0,0.0
UK62853265,Female,Loyal Customer,39.0,,Business travel,Business,1014.0,0.0,0.0
XS24518406,Female,Loyal Customer,20.0,,Personal Travel,Eco Plus,296.0,0.0,5.0
TE25589316,Male,Loyal Customer,39.0,OR,Business travel,Business,1797.0,0.0,0.0
JG31142341,Female,Loyal Customer,30.0,AL,Business travel,Eco,170.0,41.0,30.0
AS65989146,Male,Loyal Customer,58.0,,Personal Travel,Eco Plus,296.0,0.0,0.0
BF84393351,Female,Disloyal Customer,24.0,,Business travel,Eco,254.0,0.0,0.0
PR12755680,Male,Loyal Customer,31.0,KY,Business travel,Business,1516.0,36.0,35.0
YF20265551,Female,Loyal Customer,35.0,MI,Personal Travel,Eco,834.0,0.0,0.0
DW32521885,Female,Loyal Customer,58.0,IN,Business travel,Business,1660.0,44.0,16.0
TL95175493,Male,Loyal Customer,51.0,MI,Personal Travel,Eco,164.0,4.0,0.0
XO56529793,Female,Loyal Customer,35.0,,Business travel,Eco,361.0,5.0,24.0
MO60323541,Female,Loyal Customer,25.0,,Personal Travel,Eco Plus,641.0,1.0,0.0
UD59629424,Female,Loyal Customer,14.0,WA,Personal Travel,Eco,1027.0,0.0,3.0
SU51200658,Male,Loyal Customer,31.0,PA,Business travel,Business,2402.0,15.0,14.0
MZ44236598,Female,Loyal Customer,32.0,,Personal Travel,Eco,480.0,130.0,131.0
FB70820921,Male,Loyal Customer,40.0,,Business travel,Business,404.0,40.0,37.0
FC83037739,Male,Loyal Customer,14.0,AR,Business travel,Eco Plus,590.0,0.0,0.0
FS85647563,Female,Disloyal Customer,10.0,,Business travel,Eco,885.0,0.0,49.0
GB51123052,Female,Loyal Customer,49.0,,Personal Travel,Eco,447.0,0.0,0.0
LF31228673,Male,Loyal Customer,46.0,,Business travel,Business,3486.0,0.0,0.0
HS19021675,Male,Loyal Customer,46.0,MI,Personal Travel,Eco,1242.0,6.0,0.0
XL41225484,Male,Disloyal Customer,37.0,NC,Business travel,Business,224.0,0.0,0.0
WF81528295,Male,Loyal Customer,43.0,,Business travel,Business,3788.0,0.0,0.0
RY88978058,Male,Loyal Customer,37.0,WV,Business travel,Business,2012.0,0.0,0.0
DD80201578,Female,Loyal Customer,42.0,,Business travel,Business,2151.0,17.0,13.0
FP29586089,Female,Disloyal Customer,30.0,,Business travel,Eco,590.0,0.0,0.0
KA72550627,Male,Disloyal Customer,39.0,,Business travel,Business,764.0,10.0,0.0
LT88796622,Male,Loyal Customer,20.0,NC,Personal Travel,Eco,733.0,0.0,23.0
QB57725098,Male,Loyal Customer,41.0,MI,Business travel,Business,909.0,0.0,0.0
XI60039089,Male,Loyal Customer,43.0,,Business travel,Business,846.0,25.0,20.0
CY93434183,Female,Disloyal Customer,22.0,,Business travel,Eco,358.0,3.0,0.0
RV64209390,Male,Loyal Customer,45.0,,Business travel,Business,408.0,0.0,0.0
XP97151091,Female,Loyal Customer,51.0,GA,Personal Travel,Eco,1587.0,0.0,0.0
XH87251801,Male,Loyal Customer,47.0,MD,Personal Travel,Eco,1489.0,0.0,0.0
XB31674400,Male,Loyal Customer,32.0,AK,Business travel,Business,1014.0,4.0,6.0
YF54209671,Male,Loyal Customer,64.0,,Personal Travel,Business,528.0,114.0,109.0
LC58061226,Male,Loyal Customer,55.0,VA,Business travel,Business,2586.0,0.0,0.0
XV49145730,Female,Disloyal Customer,24.0,MN,Business travel,Business,994.0,0.0,1.0
WO46331196,Male,Loyal Customer,19.0,NJ,Personal Travel,Business,1186.0,28.0,26.0
FJ05324791,Male,Loyal Customer,54.0,DC,Business travel,Business,1501.0,27.0,45.0
WS73714874,Female,Loyal Customer,64.0,,Personal Travel,Eco,302.0,0.0,0.0
YD90818759,Male,Loyal Customer,48.0,,Business travel,Business,2627.0,64.0,77.0
IB04971999,Female,Loyal Customer,48.0,PA,Business travel,Business,2058.0,0.0,0.0
XR70458868,Male,Loyal Customer,67.0,GA,Personal Travel,Eco,372.0,15.0,2.0
LH16073540,Male,Loyal Customer,39.0,UT,Business travel,Business,1407.0,0.0,0.0
RW31630032,Female,Loyal Customer,69.0,PA,Personal Travel,Eco,293.0,3.0,5.0
HS92803709,Male,Loyal Customer,51.0,,Personal Travel,Eco,671.0,0.0,1.0
SZ60461486,Male,Loyal Customer,49.0,,Business travel,Business,2041.0,0.0,8.0
OB27367891,Male,Loyal Customer,53.0,,Business travel,Business,2719.0,22.0,7.0
LS69558962,Male,Loyal Customer,54.0,,Business travel,Business,3734.0,0.0,0.0
FB72576656,Female,Disloyal Customer,25.0,KY,Business travel,Business,702.0,8.0,0.0
XJ89201114,Female,Loyal Customer,40.0,,Business travel,Business,473.0,0.0,0.0
QI28638644,Female,Disloyal Customer,28.0,NJ,Business travel,Business,1096.0,0.0,0.0
VR13388844,Male,Disloyal Customer,24.0,,Business travel,Eco,679.0,0.0,0.0
CY30645190,Male,Disloyal Customer,25.0,,Business travel,Business,888.0,1.0,0.0
JP86764820,Female,Loyal Customer,29.0,,Business travel,Eco,679.0,0.0,0.0
EU51715191,Female,Disloyal Customer,33.0,NV,Business travel,Eco,372.0,0.0,0.0
EI23356850,Male,Loyal Customer,32.0,,Business travel,Business,772.0,100.0,88.0
RT88475513,Female,Loyal Customer,7.0,MA,Personal Travel,Eco,460.0,80.0,71.0
EL11076534,Female,Loyal Customer,18.0,IN,Personal Travel,Eco Plus,641.0,0.0,0.0
EK72623469,Male,Loyal Customer,49.0,PA,Business travel,Business,125.0,0.0,0.0
PT94378354,Female,Loyal Customer,25.0,,Personal Travel,Eco,1522.0,0.0,11.0
NM63267725,Female,Loyal Customer,41.0,PA,Business travel,Business,3761.0,0.0,0.0
UL05205981,Male,Disloyal Customer,26.0,CO,Business travel,Eco,157.0,14.0,9.0
KI61874582,Female,Loyal Customer,38.0,GA,Business travel,Business,2194.0,2.0,0.0
US61278714,Male,Loyal Customer,37.0,,Business travel,Eco,146.0,0.0,0.0
XD50596660,Female,Loyal Customer,49.0,WV,Business travel,Business,227.0,43.0,36.0
TF38625470,Female,Loyal Customer,9.0,,Personal Travel,Eco,1056.0,22.0,37.0
JE85128517,Male,Loyal Customer,45.0,VA,Personal Travel,Eco Plus,1592.0,6.0,0.0
HV08558195,Female,Loyal Customer,52.0,OH,Business travel,Eco,488.0,0.0,0.0
FD71073225,Female,Loyal Customer,29.0,,Business travel,Business,2675.0,0.0,0.0
QA77460867,Male,Loyal Customer,60.0,,Business travel,Business,1814.0,17.0,4.0
YU72530078,Female,Disloyal Customer,21.0,,Business travel,Business,621.0,0.0,0.0
FH08907147,Male,Loyal Customer,64.0,NC,Personal Travel,Eco,405.0,33.0,33.0
XT18175961,Male,Loyal Customer,32.0,,Personal Travel,Eco Plus,1481.0,10.0,0.0
RN10134464,Male,Loyal Customer,36.0,GA,Business travel,Business,267.0,3.0,0.0
SY84678930,Male,Loyal Customer,15.0,,Personal Travel,Eco,628.0,7.0,11.0
UK48295869,Female,Loyal Customer,62.0,SC,Personal Travel,Eco,280.0,0.0,0.0
HG44074342,Female,Disloyal Customer,32.0,VA,Business travel,Eco Plus,357.0,0.0,9.0
MA69866303,Male,Loyal Customer,9.0,,Personal Travel,Eco,1750.0,0.0,0.0
JM26144324,Male,Loyal Customer,57.0,NJ,Business travel,Business,2099.0,0.0,0.0
PL31960954,Female,Loyal Customer,51.0,,Business travel,Business,3613.0,70.0,67.0
BI89748474,Male,Loyal Customer,35.0,MA,Business travel,Eco,328.0,82.0,74.0
TA84382155,Male,Loyal Customer,25.0,,Business travel,Business,2515.0,48.0,46.0
NS54883119,Male,Disloyal Customer,23.0,HI,Business travel,Eco,255.0,26.0,17.0
FZ65399572,Female,Loyal Customer,45.0,,Personal Travel,Eco,179.0,139.0,146.0
MA83284235,Female,Loyal Customer,18.0,NV,Business travel,Eco,1452.0,5.0,0.0
KI31461858,Female,Loyal Customer,50.0,MD,Business travel,Business,1648.0,0.0,8.0
BO85434389,Male,Loyal Customer,57.0,UT,Personal Travel,Eco,189.0,1.0,0.0
VV89887214,Female,Disloyal Customer,26.0,CT,Business travel,Business,447.0,2.0,0.0
BM47081025,Male,Loyal Customer,22.0,IN,Business travel,Business,2730.0,0.0,0.0
QF73001900,Female,Loyal Customer,53.0,,Business travel,Business,772.0,0.0,0.0
CY54495331,Male,Disloyal Customer,22.0,,Business travel,Eco,1310.0,5.0,0.0
UR68857513,Male,Loyal Customer,34.0,,Business travel,Business,170.0,0.0,0.0
MF74713448,Male,Loyal Customer,39.0,,Business travel,Business,1927.0,15.0,9.0
UL76907745,Male,Loyal Customer,64.0,,Personal Travel,Eco,868.0,1.0,0.0
XF00706911,Male,Loyal Customer,29.0,PA,Business travel,Business,1648.0,0.0,0.0
QB09169322,Female,Loyal Customer,32.0,,Personal Travel,Eco,1069.0,1.0,0.0
LB20790745,Female,Disloyal Customer,18.0,GA,Business travel,Eco,447.0,241.0,251.0
FY18958743,Male,Loyal Customer,60.0,GA,Business travel,Business,3301.0,0.0,0.0
LT07482335,Male,Loyal Customer,31.0,MD,Personal Travel,Eco,2253.0,0.0,0.0
SU05606357,Female,Disloyal Customer,36.0,PA,Business travel,Eco,245.0,10.0,2.0
QG27600315,Female,Loyal Customer,21.0,AL,Personal Travel,Eco,351.0,0.0,0.0
JI41224493,Female,Loyal Customer,38.0,,Personal Travel,Eco,1384.0,0.0,0.0
GV90211109,Female,Loyal Customer,24.0,,Business travel,Eco,646.0,21.0,18.0
TP98774758,Male,Loyal Customer,68.0,,Business travel,Eco,226.0,0.0,0.0
RI31906745,Male,Loyal Customer,49.0,NJ,Business travel,Eco Plus,195.0,0.0,0.0
JO25820671,Female,Loyal Customer,11.0,,Personal Travel,Eco,852.0,0.0,0.0
UJ84920917,Female,Loyal Customer,45.0,,Business travel,Business,590.0,0.0,0.0
ZK59569493,Female,Loyal Customer,29.0,,Business travel,Eco,620.0,0.0,0.0
MB12798397,Male,Loyal Customer,10.0,,Personal Travel,Eco,101.0,0.0,2.0
HB89001242,Male,Loyal Customer,67.0,,Personal Travel,Eco,1723.0,7.0,0.0
ZR06372769,Female,Loyal Customer,23.0,,Business travel,Business,972.0,0.0,0.0
XL16652359,Male,Loyal Customer,27.0,NJ,Business travel,Business,507.0,0.0,0.0
QX83188639,Male,Disloyal Customer,23.0,,Business travel,Eco,726.0,0.0,0.0
HH95724555,Male,Loyal Customer,25.0,,Business travel,Eco,1554.0,13.0,0.0
AC41371641,Female,Loyal Customer,43.0,,Business travel,Business,1589.0,0.0,0.0
FE86036591,Male,Loyal Customer,44.0,,Business travel,Business,901.0,39.0,53.0
VC68835704,Male,Loyal Customer,22.0,OH,Business travel,Business,3435.0,33.0,22.0
GY04494816,Female,Loyal Customer,22.0,,Personal Travel,Eco,1147.0,0.0,0.0
TE54550238,Female,Loyal Customer,39.0,,Business travel,Eco,838.0,23.0,4.0
NP43500661,Male,Loyal Customer,29.0,AK,Personal Travel,Eco Plus,1947.0,7.0,0.0
AA62303226,Female,Loyal Customer,59.0,,Personal Travel,Eco,834.0,0.0,0.0
HQ90598611,Female,Loyal Customer,10.0,NV,Personal Travel,Eco,651.0,72.0,68.0
YO49759001,Female,Loyal Customer,37.0,WA,Business travel,Business,2307.0,38.0,46.0
OO29296535,Female,Loyal Customer,45.0,CT,Business travel,Business,1842.0,27.0,27.0
FC12355735,Male,Loyal Customer,40.0,,Business travel,Business,3240.0,0.0,0.0
OD45330525,Female,Loyal Customer,62.0,,Business travel,Business,1914.0,64.0,48.0
HO15423371,Male,Loyal Customer,37.0,OH,Personal Travel,Eco,602.0,6.0,0.0
SS63006546,Male,Loyal Customer,11.0,PA,Personal Travel,Eco,102.0,0.0,0.0
VW45764811,Female,Loyal Customer,58.0,CO,Personal Travel,Eco Plus,436.0,0.0,5.0
OP10787096,Female,Loyal Customer,59.0,NV,Business travel,Business,3493.0,12.0,0.0
ZW57367369,Female,Loyal Customer,37.0,MO,Business travel,Business,3631.0,25.0,10.0
DF53599900,Female,Loyal Customer,36.0,,Personal Travel,Eco,1096.0,0.0,5.0
RN35119874,Female,Loyal Customer,52.0,,Business travel,Business,2021.0,60.0,58.0
RX59329612,Male,Disloyal Customer,27.0,,Business travel,Eco,496.0,52.0,60.0
MS05502639,Male,Loyal Customer,59.0,,Business travel,Business,612.0,0.0,0.0
YJ45526561,Female,Loyal Customer,48.0,NC,Business travel,Business,937.0,0.0,0.0
WF93615282,Male,Loyal Customer,60.0,OH,Business travel,Business,1635.0,0.0,3.0
VC13941137,Male,Loyal Customer,31.0,TN,Business travel,Business,2604.0,0.0,0.0
TM33757775,Male,Loyal Customer,42.0,VA,Business travel,Business,3280.0,0.0,0.0
DX79655064,Male,Loyal Customer,56.0,,Business travel,Eco,369.0,2.0,6.0
